date,region,product,amount,qty,memo
2025-10-30,경상,상품_13,1031406,41,배송주의
2026-05-27,강원,상품_19,773966,53,정상
2026-07-10,인천,상품_15,3262595,33,배송주의
2026-06-12,제주,상품_06,3593385,82,
2026-02-02,경기,상품_09,1603420,50,
2025-09-26,인천,상품_01,337385,35,
2026-02-06,충청,상품_11,2673704,78,재구매
2026-03-12,경기,상품_12,4125516,48,정상
2026-04-24,전라,상품_10,4377040,24,
2026-07-14,경상,상품_04,4753657,47,
2026-01-19,서울,상품_15,2196530,17,정상
2025-12-06,서울,상품_03,1961221,56,
2026-08-31,강원,상품_05,4260691,24,할인적용
2025-10-15,전라,상품_09,3270608,51,
2026-09-02,경기,상품_20,2937003,1,
2026-05-08,인천,상품_16,3828735,82,
2026-03-20,강원,상품_03,4848264,26,정상
2026-04-29,강원,상품_11,388471,27,할인적용
2026-02-07,인천,상품_07,1062585,63,
2026-01-04,경상,상품_08,366715,38,정상
2025-12-18,전라,상품_05,779904,89,
2026-04-11,전라,상품_16,3247915,74,배송주의
2025-10-21,제주,상품_12,1852438,77,
2026-05-27,서울,상품_19,2929694,29,
2026-07-01,충청,상품_09,3118286,27,
2026-02-17,제주,상품_05,4398280,29,대량주문
2026-07-12,인천,상품_12,941241,95,정상
2026-07-28,제주,상품_20,465072,27,정상
2026-08-10,강원,상품_11,449955,7,
2026-02-14,충청,상품_03,1728036,36,재구매
2026-06-14,제주,상품_17,2438533,83,
2025-10-17,충청,상품_12,1222532,21,
2026-02-12,경기,상품_06,4668734,26,
2026-06-30,전라,상품_19,938364,68,
2026-04-15,강원,상품_02,2881317,11,배송주의
2026-09-05,서울,상품_15,2195352,4,배송주의
2026-08-31,경기,상품_13,3035781,29,재구매
2025-10-26,경기,상품_20,3229842,37,
2026-03-02,제주,상품_13,4196646,74,
2025-11-30,제주,상품_19,3001269,8,
2025-09-17,경기,상품_10,795837,53,정상
2026-08-06,경기,상품_08,1207696,72,신규고객
2026-04-16,서울,상품_01,4544023,82,
2025-11-06,제주,상품_16,1703672,37,할인적용
2026-08-04,강원,상품_19,2709336,92,배송주의
2026-02-11,전라,상품_20,2278089,1,
2026-04-05,인천,상품_15,4617936,40,재구매
2025-11-09,경상,상품_20,2653870,50,대량주문
2025-10-11,충청,상품_02,3843120,38,재구매
2026-09-12,충청,상품_10,3021738,46,정상
2025-11-09,경기,상품_18,3530961,47,배송주의
2025-12-18,충청,상품_12,1113605,64,대량주문
2025-09-25,전라,상품_07,4342344,42,
2025-09-26,강원,상품_16,633570,2,
2025-11-21,경기,상품_03,2577941,30,할인적용
2026-04-22,제주,상품_13,3054465,79,할인적용
2026-02-13,강원,상품_13,3598066,35,
2026-01-11,인천,상품_02,2656407,96,
2025-09-27,강원,상품_03,4407933,71,
2026-07-10,제주,상품_01,4352920,41,할인적용
2025-12-09,인천,상품_02,657625,46,정상
2026-05-16,경상,상품_13,2715985,5,
2026-04-20,경상,상품_08,1109175,46,대량주문
2026-04-26,제주,상품_08,2260134,64,
2025-12-17,제주,상품_12,600250,26,
2025-10-25,충청,상품_05,873000,14,
2025-10-18,강원,상품_16,1904320,85,배송주의
2026-03-25,경기,상품_11,1438768,82,정상
2026-02-03,서울,상품_02,3952307,62,
2026-07-27,인천,상품_08,2280827,5,정상
2026-03-02,경기,상품_19,4829484,45,
2025-12-09,서울,상품_17,4001396,46,신규고객
2026-08-21,경기,상품_20,1877252,79,
2026-02-13,서울,상품_17,2853729,99,
2026-01-05,서울,상품_17,2955742,3,
2026-06-06,인천,상품_03,3233858,38,대량주문
2026-01-22,경기,상품_17,105858,14,할인적용
2026-03-26,전라,상품_16,1792100,62,
2026-01-19,인천,상품_15,4357536,66,재구매
2025-09-23,제주,상품_07,4919098,63,정상
2025-12-17,강원,상품_06,1660894,81,신규고객
2026-04-04,강원,상품_18,1902589,9,대량주문
2026-06-21,경상,상품_05,1749069,85,재구매
2026-06-18,경상,상품_03,2113558,6,
2026-04-25,충청,상품_15,3020921,96,
2025-12-05,제주,상품_06,3974895,58,정상
2025-12-17,전라,상품_12,3005044,38,정상
2025-11-23,서울,상품_17,4649250,1,재구매
2026-07-14,제주,상품_01,2694323,57,
2026-06-10,경상,상품_10,3733318,25,재구매
2025-11-28,경기,상품_06,1339352,53,배송주의
2025-10-28,인천,상품_19,2023533,15,정상
2025-09-22,강원,상품_15,3476139,43,정상
2026-03-02,전라,상품_09,2492473,57,배송주의
2026-06-05,충청,상품_16,4508204,69,
2025-10-17,제주,상품_10,4052314,17,재구매
2026-07-11,인천,상품_10,3661831,37,
2026-05-22,충청,상품_10,990393,44,할인적용
2026-08-07,제주,상품_14,4679829,2,신규고객
2025-09-20,경상,상품_20,1492017,60,정상
2025-11-21,인천,상품_02,3906520,64,할인적용
2026-06-06,경상,상품_19,2807863,2,
2026-04-02,인천,상품_15,2539795,35,할인적용
2026-03-14,강원,상품_13,1419801,26,재구매
2025-10-14,경기,상품_13,2246525,1,정상
2026-04-06,제주,상품_13,2206852,1,
2025-12-20,강원,상품_10,548661,80,할인적용
2025-09-22,서울,상품_09,4249733,38,
2025-10-14,충청,상품_12,1295307,3,
2025-10-25,제주,상품_10,2150759,80,재구매
2026-04-21,충청,상품_03,2596118,42,
2026-07-14,서울,상품_07,3038698,32,배송주의
2026-08-09,경상,상품_16,2266775,28,재구매
2026-09-06,서울,상품_01,827239,28,정상
2026-06-02,경기,상품_07,3244329,42,대량주문
2026-06-11,전라,상품_10,2784446,76,
2025-12-29,강원,상품_15,1443087,62,
2026-07-20,충청,상품_05,1047221,95,
2026-01-01,서울,상품_13,3330056,59,재구매
2026-08-23,경상,상품_04,3884151,94,정상
2026-05-18,인천,상품_02,708958,2,
2026-09-03,충청,상품_01,2999787,50,신규고객
2026-02-14,경기,상품_04,4322965,36,배송주의
2025-11-25,경상,상품_15,1463593,69,정상
2026-05-20,제주,상품_19,1415590,60,신규고객
2026-04-23,강원,상품_18,3928109,11,
2025-11-24,경상,상품_10,4915921,42,
2026-07-02,충청,상품_15,4523304,34,
2026-02-01,서울,상품_03,960128,3,신규고객
2025-11-05,경기,상품_16,3099492,100,대량주문
2025-12-17,전라,상품_15,280946,74,신규고객
2025-11-29,충청,상품_19,4335293,39,배송주의
2025-10-24,경기,상품_12,4169974,13,할인적용
2026-09-12,인천,상품_13,3197997,32,
2026-07-28,제주,상품_12,2770317,88,
2025-11-14,전라,상품_18,869089,37,정상
2025-11-02,인천,상품_03,589630,57,배송주의
2026-03-20,제주,상품_01,4720074,36,대량주문
2026-08-06,경기,상품_09,4025916,17,
2026-02-01,강원,상품_11,4113609,69,
2025-12-24,인천,상품_08,734629,26,재구매
2026-02-04,경상,상품_08,3355868,73,재구매
2025-09-29,강원,상품_03,4301479,99,신규고객
2025-12-10,경상,상품_10,1014606,33,대량주문
2026-02-10,인천,상품_06,657550,55,
2026-09-11,경기,상품_17,3804001,65,재구매
2025-10-07,제주,상품_03,3576796,9,재구매
2025-12-26,인천,상품_03,240492,63,
2026-06-21,충청,상품_13,2200541,99,신규고객
2026-01-03,경기,상품_20,1452450,61,대량주문
2025-09-26,충청,상품_10,2253267,11,
2026-02-05,강원,상품_17,4128788,7,
2025-12-28,경기,상품_07,2745525,25,배송주의
2026-05-08,인천,상품_18,1396959,22,
2026-07-06,전라,상품_14,4249355,13,정상
2025-10-24,경기,상품_10,1513684,100,
2025-10-27,인천,상품_08,2457764,98,
2025-10-18,경기,상품_05,1792134,86,정상
2026-04-30,경상,상품_09,962020,32,재구매
2025-12-17,경기,상품_05,2669246,76,재구매
2026-06-10,제주,상품_14,3591863,64,정상
2025-09-17,전라,상품_12,4769962,58,대량주문
2026-01-20,인천,상품_17,525622,32,
2026-02-22,제주,상품_17,1951415,50,
2026-08-08,제주,상품_08,1425691,21,
2026-04-13,충청,상품_14,1551329,70,
2025-11-16,경기,상품_14,429837,48,
2025-11-26,경상,상품_14,3926579,93,
2026-08-01,충청,상품_18,2952332,96,
2025-10-07,경기,상품_07,2184658,89,대량주문
2026-05-02,강원,상품_08,2565066,6,정상
2026-07-25,경상,상품_19,4486836,46,정상
2026-03-29,경기,상품_18,676634,33,
2026-05-28,충청,상품_02,4953067,88,정상
2026-07-03,경상,상품_12,4900543,45,정상
2025-11-09,경기,상품_20,3856054,62,
2025-12-25,전라,상품_08,1180754,53,배송주의
2026-03-20,전라,상품_07,886008,76,
2025-12-29,강원,상품_10,4693370,87,신규고객
2026-04-08,강원,상품_05,2750344,54,신규고객
2025-10-28,제주,상품_02,4537357,63,배송주의
2025-09-28,경상,상품_08,166917,84,
2026-05-02,충청,상품_02,4458985,55,
2026-01-15,인천,상품_19,1170328,90,
2026-02-16,강원,상품_14,3479620,64,
2026-04-25,경상,상품_16,1726349,100,재구매
2026-01-12,강원,상품_13,3995288,58,
2026-03-19,서울,상품_05,2900619,64,
2026-09-14,인천,상품_03,484289,35,
2026-08-10,경상,상품_18,3589227,84,
2026-01-14,충청,상품_14,2107740,58,신규고객
2025-10-17,강원,상품_05,2391861,83,
2026-08-07,경기,상품_11,1434582,5,정상
2025-11-13,충청,상품_05,2034328,100,대량주문
2026-03-05,강원,상품_04,629125,69,대량주문
2026-09-06,강원,상품_08,3198284,38,재구매
2026-03-27,전라,상품_13,661097,80,신규고객
2026-02-18,서울,상품_14,4921035,89,
2026-06-01,제주,상품_04,3204656,47,
2026-07-26,경기,상품_03,4903254,76,
2026-06-19,경상,상품_12,3797619,58,할인적용
2026-08-04,인천,상품_05,3535928,75,재구매
2026-07-28,제주,상품_13,2420238,100,신규고객
2025-10-29,인천,상품_10,1892862,15,정상
2026-05-02,전라,상품_16,1546328,14,신규고객
2026-09-09,전라,상품_14,634774,38,
2026-08-25,제주,상품_01,4931194,19,할인적용
2026-09-12,인천,상품_02,209578,83,정상
2026-01-28,서울,상품_20,583393,49,
2025-12-09,인천,상품_13,4508494,4,
2026-01-12,제주,상품_14,1420010,42,정상
2026-04-11,경상,상품_15,4353261,29,신규고객
2026-03-11,강원,상품_20,4713366,37,할인적용
2026-09-15,서울,상품_06,4861053,81,재구매
2026-04-11,전라,상품_12,47898,57,
2026-09-04,경기,상품_04,3427368,33,
2025-10-04,충청,상품_15,2666221,11,
2026-05-05,충청,상품_11,2188723,54,정상
2026-09-12,서울,상품_16,2430002,58,정상
2026-09-11,서울,상품_17,1718191,27,
2025-12-26,충청,상품_10,221152,28,신규고객
2026-03-10,충청,상품_06,2938550,73,
2025-12-02,강원,상품_01,1250079,46,
2026-08-22,강원,상품_12,1826179,35,신규고객
2026-05-02,서울,상품_18,1169377,46,
2026-02-15,전라,상품_06,2939724,48,
2026-04-03,경상,상품_09,1821141,94,
2026-09-03,인천,상품_10,751241,15,신규고객
2025-12-21,경기,상품_17,574793,29,
2026-08-24,전라,상품_13,3905750,39,정상
2026-07-17,경상,상품_05,166228,79,신규고객
2025-10-22,인천,상품_07,1348152,91,
2026-07-16,제주,상품_10,2399031,68,
2026-04-15,충청,상품_08,4545268,45,
2026-03-16,경기,상품_04,43951,42,
2026-01-23,서울,상품_13,80391,52,
2026-07-12,경기,상품_08,3547533,11,배송주의
2025-10-13,서울,상품_05,2549349,72,정상
2026-08-09,경상,상품_07,3102287,59,신규고객
2025-12-20,경상,상품_13,4310255,35,
2026-03-24,경기,상품_03,4455050,56,재구매
2026-04-26,제주,상품_01,4393799,54,
2026-05-13,제주,상품_05,185296,93,
2026-01-31,인천,상품_16,929458,42,
2026-07-14,경기,상품_16,3116464,4,배송주의
2026-04-17,경기,상품_10,3274152,49,대량주문
2025-09-21,서울,상품_06,1222240,81,
2026-06-16,서울,상품_12,237507,84,
2026-05-28,인천,상품_20,1439083,2,
2026-08-31,서울,상품_03,688310,11,배송주의
2026-03-17,서울,상품_04,1164750,98,대량주문
2026-03-01,경기,상품_17,3700565,21,신규고객
2026-03-26,경상,상품_13,51596,76,
2026-01-04,경기,상품_10,1231944,87,대량주문
2025-12-27,경상,상품_12,3068215,80,
2026-09-13,전라,상품_16,2226156,62,재구매
2026-04-10,경기,상품_19,900827,11,
2026-08-25,경기,상품_17,4414746,40,배송주의
2026-02-26,충청,상품_11,4653244,24,재구매
2026-08-26,충청,상품_01,3641390,53,신규고객
2026-07-14,충청,상품_17,3937226,79,
2026-05-15,전라,상품_09,4594178,73,
2026-02-28,서울,상품_19,2712646,97,
2026-06-01,충청,상품_13,4394063,75,
2026-06-27,경기,상품_06,1403565,32,신규고객
2026-08-03,충청,상품_18,4276890,26,신규고객
2026-01-27,전라,상품_04,21085,63,신규고객
2026-05-12,서울,상품_15,4569285,38,정상
2026-01-04,인천,상품_10,2564129,86,
2025-10-10,인천,상품_05,4514231,90,
2025-12-05,인천,상품_11,4952759,25,정상
2026-04-20,인천,상품_04,2149668,89,
2026-09-01,경기,상품_10,1197382,73,신규고객
2025-12-24,경상,상품_02,1672982,3,
2025-10-23,경기,상품_13,3816998,47,재구매
2025-12-21,인천,상품_01,3109003,93,정상
2026-07-07,강원,상품_17,1924036,66,
2026-07-30,강원,상품_10,3641140,72,
2026-06-09,경기,상품_14,58056,35,
2026-03-19,강원,상품_05,4155768,28,
2026-01-09,경기,상품_01,2238923,32,배송주의
2025-11-30,제주,상품_16,4419081,35,
2025-10-01,인천,상품_18,726952,68,
2026-01-05,제주,상품_08,3429296,7,신규고객
2026-04-12,경상,상품_04,4242343,69,
2025-11-25,경기,상품_13,4489648,43,
2025-09-19,서울,상품_09,3943448,82,신규고객
2025-10-17,서울,상품_16,1941683,67,
2026-06-11,충청,상품_16,3429741,23,
2025-11-12,경기,상품_15,223826,78,배송주의
2025-12-06,경상,상품_12,4574825,17,신규고객
2025-11-01,경기,상품_13,2618798,6,신규고객
2026-03-22,경상,상품_14,861294,36,
2026-02-02,전라,상품_16,194289,76,재구매
2026-08-01,충청,상품_13,2930705,32,배송주의
2025-11-28,제주,상품_10,876529,20,정상
2026-07-25,전라,상품_11,1936602,83,할인적용
2025-10-17,경기,상품_05,2323641,6,
2025-09-16,제주,상품_17,1257631,74,할인적용
2026-02-18,강원,상품_14,3080484,94,할인적용
2026-08-18,경상,상품_17,4542197,2,재구매
2026-03-11,서울,상품_06,4285989,35,재구매
2025-11-26,서울,상품_07,1229821,78,정상
2026-05-16,경상,상품_17,2821526,32,
2026-04-29,경상,상품_05,1975962,4,신규고객
2026-05-01,인천,상품_20,2456511,48,재구매
2026-02-16,전라,상품_15,4313914,96,할인적용
2026-07-23,서울,상품_18,152553,82,재구매
2026-04-10,인천,상품_01,2693834,21,
2026-05-21,경상,상품_13,2760406,34,
2025-10-31,경상,상품_03,4494622,98,할인적용
2025-12-09,서울,상품_20,1097299,78,정상
2026-03-01,경기,상품_05,4293255,2,할인적용
2025-10-17,강원,상품_01,4373660,61,배송주의
2025-11-21,충청,상품_04,3798831,73,
2026-07-28,경상,상품_11,1201600,93,할인적용
2025-09-29,경상,상품_06,3969147,47,
2025-11-29,서울,상품_19,1595416,21,
2026-01-04,인천,상품_08,632438,88,할인적용
2026-02-19,경상,상품_07,1332283,49,대량주문
2025-12-10,전라,상품_19,4339518,63,
2026-03-07,경상,상품_13,43493,55,할인적용
2026-03-04,강원,상품_09,3172098,88,재구매
2025-09-21,충청,상품_19,4142315,44,대량주문
2026-03-10,전라,상품_11,859284,29,대량주문
2026-03-28,경상,상품_19,4751644,9,재구매
2026-02-24,제주,상품_09,4902577,29,정상
2025-09-26,제주,상품_01,4534502,9,
2025-11-16,제주,상품_04,4375940,63,
2026-06-24,서울,상품_10,4199950,60,대량주문
2026-07-06,서울,상품_06,685947,41,신규고객
2026-03-29,전라,상품_01,4170106,9,
2026-04-25,경기,상품_12,3321873,76,
2026-01-07,경상,상품_11,2635505,94,정상
2025-11-16,서울,상품_17,2150950,41,배송주의
2026-09-15,제주,상품_15,3791820,22,
2026-05-27,충청,상품_05,2513472,19,정상
2026-08-12,강원,상품_04,2825780,40,할인적용
2026-07-21,제주,상품_01,2862246,6,대량주문
2026-01-05,전라,상품_08,3641558,5,대량주문
2026-03-21,강원,상품_14,4721869,62,배송주의
2025-09-27,제주,상품_16,2500817,30,
2025-09-16,전라,상품_20,4600817,81,
2025-11-06,경상,상품_16,1565708,74,배송주의
2026-06-02,제주,상품_11,770147,25,신규고객
2026-05-04,전라,상품_01,4171217,21,재구매
2026-02-02,경기,상품_14,1425422,77,
2026-05-26,충청,상품_01,4894534,94,배송주의
2025-10-29,전라,상품_13,4837517,94,할인적용
2026-03-31,경기,상품_04,2474832,35,
2026-02-28,전라,상품_05,3507978,56,배송주의
2025-10-30,강원,상품_10,2488402,20,대량주문
2026-07-29,전라,상품_15,4873297,31,대량주문
2025-11-24,제주,상품_18,4086662,66,배송주의
2026-08-10,강원,상품_05,668607,4,정상
2025-09-28,제주,상품_09,3175206,72,
2025-10-19,충청,상품_07,2716788,47,
2026-06-08,전라,상품_19,3076034,97,
2026-05-14,인천,상품_15,3756541,57,
2026-05-26,충청,상품_13,226278,50,할인적용
2026-01-25,강원,상품_19,816729,82,
2026-07-11,경기,상품_09,3697557,56,
2026-08-17,충청,상품_02,2366785,23,
2026-01-17,제주,상품_07,1933412,2,정상
2025-10-16,서울,상품_16,4009284,11,할인적용
2026-04-14,충청,상품_12,4252818,28,정상
2026-03-19,인천,상품_04,1542629,42,
2026-05-15,충청,상품_18,3827944,75,신규고객
2026-04-11,경기,상품_05,1658983,86,신규고객
2026-07-23,제주,상품_18,2194223,92,대량주문
2025-11-07,경상,상품_20,241374,98,할인적용
2026-01-31,전라,상품_18,137127,81,할인적용
2025-09-23,경기,상품_14,3992274,9,
2026-01-03,강원,상품_17,4048879,75,대량주문
2025-11-13,전라,상품_05,1271052,11,배송주의
2026-04-26,경상,상품_10,1250004,35,대량주문
2026-07-11,충청,상품_13,4249586,50,대량주문
2026-08-25,제주,상품_06,873557,31,
2025-10-16,전라,상품_05,4721364,85,대량주문
2025-11-12,충청,상품_10,3995084,54,
2026-01-09,인천,상품_12,4856103,39,대량주문
2026-03-27,제주,상품_02,1502535,78,
2025-12-27,충청,상품_17,3609025,96,
2026-07-12,경상,상품_11,2044034,3,
2026-09-01,경상,상품_07,2452659,20,신규고객
2026-08-28,인천,상품_11,3203503,72,재구매
2026-04-06,강원,상품_12,4744372,79,할인적용
2026-07-10,경기,상품_14,175582,22,할인적용
2025-09-23,충청,상품_04,3021885,38,정상
2026-03-28,강원,상품_13,2052065,20,할인적용
2026-07-23,강원,상품_04,3751766,100,정상
2025-09-23,경기,상품_16,2696174,49,신규고객
2026-03-17,경기,상품_12,1426968,23,
2026-06-02,서울,상품_05,2691493,20,정상
2026-07-26,전라,상품_08,4249009,46,
2026-02-13,충청,상품_09,1796051,32,배송주의
2026-04-03,제주,상품_01,1285936,37,할인적용
2026-03-17,경상,상품_02,798201,30,재구매
2026-07-03,충청,상품_05,4659111,100,재구매
2026-07-17,충청,상품_15,2932910,58,신규고객
2026-07-16,인천,상품_06,3662485,87,재구매
2026-05-04,인천,상품_14,2144863,29,배송주의
2026-07-08,경기,상품_13,543828,24,배송주의
2026-07-09,충청,상품_02,2813516,51,
2026-05-13,인천,상품_14,2027767,43,
2026-02-17,제주,상품_12,3295039,30,신규고객
2025-12-18,경기,상품_11,1684848,16,
2026-05-05,충청,상품_01,1630485,85,배송주의
2026-07-19,강원,상품_07,4890240,9,신규고객
2026-06-05,경상,상품_01,1372086,96,재구매
2026-04-16,인천,상품_08,4302906,13,
2026-08-30,경기,상품_15,810694,69,할인적용
2026-03-20,충청,상품_12,2818657,60,
2026-09-08,경기,상품_12,3430659,62,
2026-02-13,서울,상품_11,4993524,43,
2025-11-24,경기,상품_03,2322459,6,
2026-01-10,서울,상품_17,3017718,75,
2026-06-10,경기,상품_02,1295333,43,
2026-07-10,인천,상품_16,1874912,34,할인적용
2025-11-27,경기,상품_10,316622,87,배송주의
2026-06-21,경상,상품_18,3378054,98,
2026-09-01,전라,상품_14,1939300,38,배송주의
2026-05-01,전라,상품_08,4609168,7,재구매
2025-12-07,경기,상품_16,3341498,64,정상
2026-01-06,충청,상품_13,1328515,50,
2026-07-28,서울,상품_06,893182,52,배송주의
2026-05-05,서울,상품_15,3313989,31,배송주의
2025-09-17,인천,상품_13,3799904,18,
2026-02-23,경상,상품_05,125019,47,
2025-09-16,전라,상품_07,334361,54,대량주문
2026-03-23,경기,상품_02,1364729,83,할인적용
2026-03-08,전라,상품_02,12228,36,
2026-08-28,충청,상품_19,4706495,32,정상
2026-04-13,경상,상품_14,282119,7,재구매
2025-12-03,서울,상품_10,2249222,34,신규고객
