date,region,product,amount,qty,memo
2026-07-13,인천,상품_08,463780,1,재구매
2026-07-07,강원,상품_03,3719553,70,정상
2025-10-21,경상,상품_07,4435246,6,
2026-02-10,전라,상품_11,1161582,58,정상
2025-11-15,인천,상품_17,3416387,61,대량주문
2026-06-05,경상,상품_05,1340954,57,신규고객
2025-11-16,충청,상품_18,358928,28,할인적용
2025-10-24,충청,상품_03,3230896,24,정상
2026-02-09,경상,상품_08,4608100,28,대량주문
2026-05-12,경기,상품_20,4213640,26,대량주문
2026-03-05,충청,상품_01,297695,84,
2026-03-30,서울,상품_07,1955281,74,신규고객
2026-02-01,강원,상품_13,1816764,12,
2026-08-02,경기,상품_09,1281919,68,
2026-03-11,경상,상품_10,1356543,44,신규고객
2026-06-19,경상,상품_09,3470450,54,정상
2025-09-23,충청,상품_07,4137841,39,
2026-03-03,경기,상품_09,3630593,88,할인적용
2026-04-05,인천,상품_15,2163685,25,정상
2025-11-29,충청,상품_17,3718620,41,
2026-08-09,경기,상품_13,4463829,77,배송주의
2025-11-22,제주,상품_01,4590123,77,할인적용
2025-12-29,전라,상품_17,2731171,48,배송주의
2026-08-04,전라,상품_06,3898796,90,
2025-09-19,경기,상품_08,4494738,30,정상
2026-09-04,인천,상품_17,218502,59,재구매
2026-01-13,인천,상품_16,1141660,28,
2026-06-01,경기,상품_10,2741739,77,재구매
2026-01-06,경기,상품_15,3522876,19,
2026-03-18,경기,상품_10,4866194,59,
2026-07-16,인천,상품_15,67515,98,정상
2025-09-19,전라,상품_08,585920,70,정상
2026-07-29,경기,상품_06,1185193,23,대량주문
2026-03-21,서울,상품_13,732902,36,
2026-05-25,강원,상품_02,1034385,64,
2025-11-30,인천,상품_03,696817,96,
2026-03-11,경기,상품_01,1359181,34,배송주의
2026-03-22,인천,상품_07,2463911,56,
2026-03-05,서울,상품_03,4113931,19,
2026-04-25,경기,상품_03,3086068,42,대량주문
2026-04-27,인천,상품_07,636613,11,신규고객
2025-12-03,경상,상품_09,2011449,29,배송주의
2025-09-26,서울,상품_01,1061278,29,배송주의
2026-06-19,경상,상품_06,3615591,7,대량주문
2026-01-06,전라,상품_04,4865801,85,배송주의
2026-07-01,강원,상품_19,2637759,73,
2026-01-14,충청,상품_20,2922502,70,
2026-08-03,제주,상품_05,1442254,57,
2026-06-30,서울,상품_12,689209,22,
2026-01-26,경상,상품_07,1010382,1,배송주의
2025-10-04,강원,상품_05,3043356,55,재구매
2026-04-11,서울,상품_05,2027417,75,재구매
2026-03-17,인천,상품_04,4948481,51,
2026-02-04,강원,상품_08,4595424,31,배송주의
2025-11-11,서울,상품_14,2897526,29,
2026-04-02,인천,상품_13,3065691,40,
2026-08-31,제주,상품_07,3293250,2,할인적용
2026-01-17,충청,상품_09,1025840,31,
2026-05-30,충청,상품_18,2707068,89,재구매
2025-10-30,강원,상품_15,4065508,95,할인적용
2025-11-20,인천,상품_19,1540017,49,대량주문
2026-04-01,전라,상품_04,1293547,47,
2026-08-29,전라,상품_19,4201070,37,정상
2026-06-08,강원,상품_11,743638,4,대량주문
2025-10-21,제주,상품_02,3200564,12,
2026-07-21,인천,상품_19,3911899,45,
2026-06-21,경상,상품_05,3466343,71,
2026-08-10,전라,상품_15,1697171,82,재구매
2026-07-24,전라,상품_14,3663140,92,정상
2026-06-19,인천,상품_13,799787,90,신규고객
2025-12-26,인천,상품_08,3736888,28,할인적용
2025-12-29,전라,상품_09,2780574,66,
2026-03-15,서울,상품_11,3490069,34,
2026-05-29,경기,상품_08,1422268,42,
2026-05-14,전라,상품_11,1092850,89,할인적용
2026-07-02,경상,상품_20,3405241,100,
2025-11-16,경상,상품_04,447047,67,대량주문
2026-03-29,경상,상품_08,2187543,68,
2026-07-05,경기,상품_13,4658162,42,배송주의
2026-01-08,강원,상품_03,4562726,96,할인적용
2026-07-07,강원,상품_12,4072886,44,
2025-12-23,인천,상품_16,933346,13,재구매
2026-02-13,서울,상품_11,419121,28,할인적용
2026-04-02,제주,상품_19,435465,1,대량주문
2026-07-25,강원,상품_18,914409,81,재구매
2026-06-13,전라,상품_19,3674302,79,
2025-12-03,경기,상품_07,931185,28,배송주의
2025-12-28,충청,상품_09,1025619,71,
2025-10-04,강원,상품_16,4626662,71,신규고객
2026-05-29,경상,상품_13,3629160,27,
2026-06-24,경상,상품_16,297638,11,
2026-04-13,인천,상품_18,312131,4,대량주문
2026-08-22,제주,상품_20,2868794,53,
2026-06-14,전라,상품_18,298687,63,할인적용
2025-10-10,인천,상품_11,2023434,10,
2026-03-01,제주,상품_17,1899650,70,
2026-03-21,경상,상품_19,690953,18,
2026-07-26,경상,상품_05,3198048,94,배송주의
2025-10-16,전라,상품_05,2335119,98,
2026-03-16,서울,상품_20,3556606,58,
2026-07-27,인천,상품_05,159887,61,
2026-02-09,강원,상품_14,4308398,66,재구매
2026-02-20,경상,상품_10,1556751,63,정상
2025-10-05,서울,상품_05,1840938,97,재구매
2026-08-05,서울,상품_05,1177611,35,
2026-03-16,전라,상품_20,4577219,9,
2025-11-19,경상,상품_07,4619595,16,
2026-05-14,경상,상품_12,1514008,38,
2026-05-30,전라,상품_18,1692044,85,할인적용
2025-12-05,강원,상품_10,1110200,76,신규고객
2026-06-24,경기,상품_11,4843688,2,
2026-05-14,전라,상품_12,3212621,4,
2026-03-07,전라,상품_17,4608658,65,
2026-09-12,서울,상품_16,3536726,28,재구매
2026-03-30,서울,상품_15,396262,19,재구매
2025-11-21,경상,상품_19,3464661,100,
2026-03-19,전라,상품_09,517976,84,배송주의
2026-07-13,전라,상품_04,4289875,79,
2025-10-07,서울,상품_12,4486780,7,
2025-11-13,충청,상품_08,4716587,15,정상
2025-10-12,제주,상품_15,1014437,26,
2026-09-01,경상,상품_07,729255,67,배송주의
2026-01-26,경기,상품_15,2616802,28,정상
2026-05-07,전라,상품_13,1323298,85,정상
2026-01-24,제주,상품_12,555292,25,재구매
2026-08-10,제주,상품_06,2629797,9,신규고객
2026-05-09,충청,상품_03,84227,99,
2026-09-02,인천,상품_18,3917667,11,재구매
2025-10-26,경기,상품_05,4351751,88,
2026-04-08,경상,상품_04,248254,19,정상
2026-08-12,강원,상품_16,3604045,21,대량주문
2026-03-08,인천,상품_08,4338798,80,배송주의
2026-06-06,전라,상품_03,4339370,36,배송주의
2026-01-19,제주,상품_20,2904805,78,정상
2026-02-26,경기,상품_16,4841675,11,배송주의
2025-12-11,강원,상품_19,308013,60,
2026-02-06,제주,상품_04,263590,74,배송주의
2026-07-31,충청,상품_14,2554740,48,
2025-10-14,충청,상품_11,1953843,40,대량주문
2026-05-20,서울,상품_14,1006463,56,
2025-12-24,전라,상품_13,3176664,37,정상
2026-05-23,제주,상품_09,3002742,41,
2026-07-02,경기,상품_08,4667156,54,정상
2026-07-20,강원,상품_12,3206864,54,
2026-08-30,경기,상품_11,713865,15,
2026-04-27,전라,상품_05,634810,91,
2025-10-30,경기,상품_20,2666862,50,
2025-10-09,인천,상품_09,1144438,63,할인적용
2026-05-05,제주,상품_01,3932172,12,할인적용
2025-12-29,제주,상품_15,4419000,30,
2026-03-19,전라,상품_18,1451672,92,
2026-02-22,전라,상품_06,1908739,82,대량주문
2026-06-19,제주,상품_20,4183294,35,
2026-04-18,강원,상품_10,4627659,93,신규고객
2025-10-21,충청,상품_11,660880,90,대량주문
2026-06-16,충청,상품_07,3912896,100,정상
2025-11-23,제주,상품_10,3337018,99,
2025-12-21,강원,상품_01,650929,88,
2025-11-26,제주,상품_15,4614471,7,재구매
2026-03-01,경상,상품_19,914724,94,
2025-10-16,인천,상품_19,3819554,19,대량주문
2026-09-07,강원,상품_01,3381510,94,
2026-06-27,강원,상품_19,4474056,75,
2025-11-22,강원,상품_05,3323772,53,할인적용
2026-04-15,경기,상품_12,2453871,1,
2026-01-21,경기,상품_10,3529862,15,
2025-09-22,인천,상품_01,2511200,84,
2026-04-19,강원,상품_08,76496,97,할인적용
2026-09-09,서울,상품_12,4050676,44,재구매
2025-12-29,경기,상품_10,514238,9,대량주문
2026-02-05,충청,상품_09,3187540,23,
2026-06-24,경상,상품_15,3246614,25,할인적용
2026-07-31,전라,상품_05,3447503,50,배송주의
2025-12-29,인천,상품_08,2496130,30,
2026-06-11,제주,상품_14,3690808,15,정상
2026-08-25,전라,상품_09,463868,65,
2026-07-03,강원,상품_02,4444476,72,재구매
2025-11-09,강원,상품_08,3600033,70,재구매
2026-04-24,충청,상품_12,2604866,71,재구매
2025-12-03,경상,상품_12,4335027,7,대량주문
2025-12-19,전라,상품_03,1591656,35,재구매
2026-06-08,강원,상품_05,1543085,23,대량주문
2026-04-18,인천,상품_20,433328,62,재구매
2026-02-08,제주,상품_03,4077238,71,할인적용
2025-12-19,강원,상품_09,2922023,46,
2025-09-25,충청,상품_19,1503511,7,재구매
2025-12-03,서울,상품_13,88162,55,할인적용
2025-11-30,인천,상품_10,2732011,89,정상
2026-06-23,경기,상품_15,2863969,40,
2026-02-27,경기,상품_06,444104,67,
2026-08-28,전라,상품_07,2114142,93,
2025-10-05,경상,상품_17,2587270,1,재구매
2025-10-23,제주,상품_12,230825,24,
2026-03-02,경상,상품_19,565521,52,
2026-04-29,서울,상품_12,2080140,20,신규고객
2025-11-14,전라,상품_13,2667197,23,정상
2026-07-08,인천,상품_16,4183395,27,
2026-01-14,서울,상품_18,2110282,26,신규고객
2025-12-16,제주,상품_09,1930113,21,할인적용
2026-02-13,강원,상품_16,4814665,17,
2025-10-08,서울,상품_03,3774816,36,
2026-09-03,강원,상품_10,3355735,82,대량주문
2026-02-23,서울,상품_07,3602809,75,재구매
2026-04-25,전라,상품_12,937259,97,신규고객
2025-12-23,제주,상품_09,3582812,26,
2026-05-22,제주,상품_08,3214214,60,
2026-03-22,서울,상품_08,1626435,12,대량주문
2026-05-03,서울,상품_03,4675622,10,
2025-10-28,충청,상품_11,1011873,36,재구매
2026-01-16,인천,상품_19,3759774,46,신규고객
2026-07-07,경기,상품_12,267108,57,신규고객
2026-08-13,서울,상품_11,4532268,76,
2026-02-17,경상,상품_02,1210262,10,배송주의
2026-05-14,제주,상품_08,3705229,21,할인적용
2025-12-07,인천,상품_02,2624208,33,
2026-01-04,인천,상품_04,1598794,69,정상
2026-01-08,경기,상품_04,4589115,29,배송주의
2026-09-04,충청,상품_07,3852747,99,대량주문
2026-04-20,경상,상품_08,4787893,56,
2026-06-15,경상,상품_08,2107999,41,
2026-09-02,충청,상품_13,1406187,41,
2026-08-14,경상,상품_02,3874525,10,대량주문
2026-07-21,제주,상품_01,991534,81,
2026-04-04,제주,상품_09,198583,30,
2026-02-09,인천,상품_16,2826733,97,
2026-02-24,서울,상품_05,4333849,1,정상
2026-08-19,전라,상품_20,3494959,48,신규고객
2025-10-21,경상,상품_04,4019378,61,신규고객
2026-07-26,충청,상품_12,4679632,92,
2025-10-10,전라,상품_13,4990498,21,
2026-07-01,경기,상품_20,2289984,54,할인적용
2025-10-10,충청,상품_09,1446929,94,재구매
2026-08-27,경기,상품_06,1962690,38,배송주의
2025-11-19,서울,상품_11,93073,65,배송주의
2026-02-17,인천,상품_12,1004251,51,배송주의
2026-01-17,서울,상품_04,1519583,24,할인적용
2025-11-23,경기,상품_03,3743531,63,대량주문
2026-01-31,강원,상품_02,2357546,81,할인적용
2026-06-10,전라,상품_11,2729212,95,
2026-07-19,전라,상품_02,1144362,64,
2026-04-30,경상,상품_04,2390921,60,할인적용
2026-01-02,충청,상품_06,148045,59,
2026-03-04,전라,상품_12,2040070,59,재구매
2026-02-06,인천,상품_10,1238170,44,대량주문
2025-12-23,충청,상품_09,4817594,26,정상
2026-03-21,제주,상품_06,1001416,32,
2026-01-23,전라,상품_07,3674167,24,정상
2025-10-25,전라,상품_18,245063,22,정상
2026-05-25,인천,상품_10,411389,5,
2026-05-01,서울,상품_13,2716275,77,
2026-07-12,경상,상품_08,847749,83,할인적용
2026-02-07,인천,상품_10,4868409,50,할인적용
2026-04-17,경상,상품_19,3307783,74,정상
2026-01-23,전라,상품_07,500050,27,대량주문
2025-11-22,강원,상품_10,3626515,46,할인적용
2026-05-10,서울,상품_11,4004241,65,정상
2026-04-27,전라,상품_11,3847188,9,
2025-12-13,전라,상품_09,3387210,36,대량주문
2025-12-21,강원,상품_19,3928494,74,배송주의
2026-02-26,강원,상품_16,311511,77,할인적용
2026-03-24,경상,상품_09,4120668,63,정상
2026-03-30,제주,상품_16,4465535,26,
2026-04-21,경상,상품_04,1181075,49,배송주의
2026-06-27,충청,상품_01,4948938,35,정상
2026-03-27,충청,상품_18,1900979,70,할인적용
2026-04-22,인천,상품_05,377615,97,배송주의
2026-01-11,경기,상품_03,925215,80,
2026-01-15,인천,상품_01,63397,1,재구매
2026-07-24,경상,상품_02,81832,77,재구매
2026-02-10,서울,상품_06,2770073,34,배송주의
2026-09-09,충청,상품_13,3114032,86,
2025-12-11,전라,상품_19,3404472,5,
2026-04-29,충청,상품_02,3119768,57,
2025-11-16,전라,상품_18,2222203,80,배송주의
2025-12-05,제주,상품_20,3202413,22,정상
2025-10-15,충청,상품_07,4204753,6,대량주문
2026-07-23,인천,상품_14,4849483,2,재구매
2025-12-19,인천,상품_19,4204222,57,할인적용
2025-09-29,충청,상품_12,3920269,22,신규고객
2026-01-13,강원,상품_05,852113,31,정상
2026-08-16,충청,상품_11,590982,20,
2026-04-01,전라,상품_09,2806662,44,재구매
2026-08-26,인천,상품_20,1317588,96,정상
2026-05-18,강원,상품_13,310175,68,재구매
2025-09-22,제주,상품_10,1066490,67,재구매
2026-01-09,충청,상품_08,1206876,98,배송주의
2025-10-25,서울,상품_20,2358260,5,재구매
2026-05-23,인천,상품_06,245693,63,정상
2026-07-19,제주,상품_15,2357798,99,대량주문
2026-02-04,서울,상품_07,2112391,39,
2026-07-24,인천,상품_01,4495806,28,배송주의
2025-11-22,강원,상품_02,1611877,83,대량주문
2025-12-15,충청,상품_16,4374165,31,대량주문
2025-11-08,서울,상품_02,280644,70,
2026-02-08,서울,상품_16,4424442,69,
2026-03-31,서울,상품_09,821025,89,
2026-07-16,경상,상품_05,2120315,63,
2025-10-27,서울,상품_18,2000930,15,
2026-06-25,경상,상품_16,4727901,89,
2026-03-05,전라,상품_17,3993050,18,
2025-10-17,전라,상품_18,686897,21,
2025-10-16,경상,상품_19,4136235,30,정상
2026-07-28,제주,상품_10,916740,76,
2025-10-06,전라,상품_06,3956948,94,할인적용
2026-04-14,충청,상품_10,2538062,86,정상
2026-06-27,전라,상품_15,3901539,94,정상
2026-08-04,충청,상품_13,3974156,65,
2026-07-03,경기,상품_02,4951130,48,정상
2026-07-24,인천,상품_06,2144757,35,정상
2026-03-02,경기,상품_10,3900014,99,
2026-05-16,충청,상품_11,231289,6,배송주의
2026-04-13,경기,상품_18,1398887,46,
2026-04-16,충청,상품_09,3275538,68,대량주문
2026-02-14,서울,상품_07,1717119,53,신규고객
2026-02-23,서울,상품_16,233109,70,
2025-10-01,전라,상품_06,2821733,98,할인적용
2025-12-20,제주,상품_09,3465093,81,정상
2026-03-21,경상,상품_19,194496,36,
2026-08-20,경상,상품_07,887043,94,정상
2026-05-03,경기,상품_05,1648409,11,
2026-03-24,경상,상품_01,2363109,65,재구매
2026-03-27,제주,상품_09,3424153,67,할인적용
2026-03-21,충청,상품_02,578812,41,할인적용
2026-04-23,강원,상품_19,2211311,40,배송주의
2026-04-16,전라,상품_04,1604563,32,
2026-08-18,서울,상품_10,3116874,25,정상
2026-08-27,인천,상품_16,4587654,17,정상
2026-04-11,전라,상품_03,4321248,5,
2026-02-20,제주,상품_03,4543548,47,할인적용
2026-03-17,전라,상품_09,213436,38,신규고객
2026-06-01,충청,상품_04,367589,10,
2026-01-10,경상,상품_03,4338783,42,대량주문
2025-11-30,전라,상품_07,2710982,51,할인적용
2025-11-23,전라,상품_17,3977121,35,신규고객
2025-10-02,충청,상품_08,4147690,82,할인적용
2026-08-05,강원,상품_08,3508111,6,재구매
2026-01-19,전라,상품_11,3492859,57,신규고객
2026-03-12,강원,상품_15,1183963,66,할인적용
2025-10-08,인천,상품_12,1194466,75,
2026-08-24,경상,상품_13,287339,75,
2026-09-09,경기,상품_09,4736164,42,정상
2025-09-19,충청,상품_17,2085361,15,신규고객
2025-11-09,충청,상품_07,4439977,89,
2026-06-22,전라,상품_19,1213094,65,재구매
2026-07-18,제주,상품_14,1160243,51,
2025-11-01,경상,상품_19,3416493,86,할인적용
2026-05-31,경상,상품_12,2605169,89,정상
2026-05-11,강원,상품_04,3060050,9,대량주문
2026-01-20,경기,상품_07,236429,86,
2026-03-31,제주,상품_13,2769351,91,신규고객
2026-05-05,전라,상품_01,3393961,94,
2026-07-20,경상,상품_14,1204211,8,배송주의
2025-11-20,경상,상품_08,1372901,40,
2026-07-01,인천,상품_03,3097471,99,할인적용
2026-03-22,전라,상품_10,1072023,85,대량주문
2026-07-19,서울,상품_19,1228554,94,
2026-04-04,충청,상품_13,3561961,81,
2026-01-12,전라,상품_07,2141602,34,할인적용
2026-06-19,경상,상품_02,4710867,67,신규고객
2026-04-19,제주,상품_01,2808712,34,
2025-11-15,제주,상품_01,1853627,34,신규고객
2025-12-22,경기,상품_16,2320282,52,재구매
2025-12-02,인천,상품_20,946007,59,
2025-12-31,충청,상품_08,3609919,40,정상
2026-07-13,경상,상품_08,2726490,12,할인적용
2026-04-12,충청,상품_03,3919012,81,신규고객
2026-03-29,경상,상품_01,4437660,60,
2026-06-06,경상,상품_03,2899396,67,
2026-02-14,강원,상품_11,2152423,55,신규고객
2026-01-29,전라,상품_19,1773064,37,재구매
2026-06-16,경상,상품_13,373732,31,할인적용
2026-05-10,인천,상품_18,1015819,48,배송주의
2026-06-17,강원,상품_07,4732312,30,재구매
2025-09-27,서울,상품_18,3654576,6,
2025-12-01,경기,상품_08,4776347,37,재구매
2026-06-13,강원,상품_09,4273167,64,할인적용
2026-08-24,경상,상품_20,4680937,42,
2026-06-05,충청,상품_08,347528,81,신규고객
2026-07-03,경기,상품_17,4322055,2,재구매
2025-10-11,서울,상품_07,3677019,2,정상
2025-10-19,제주,상품_09,1563276,43,재구매
2026-09-06,전라,상품_02,2366490,66,배송주의
2025-10-02,경기,상품_07,764749,78,
2025-10-06,강원,상품_01,2816881,56,배송주의
2025-10-07,경상,상품_14,1903561,25,
2025-10-13,충청,상품_06,621588,83,대량주문
2026-01-09,경기,상품_15,2274906,42,대량주문
2026-03-15,경기,상품_13,2709048,50,대량주문
2026-01-07,인천,상품_06,4742983,6,정상
2026-08-01,경기,상품_01,4039495,43,배송주의
2025-12-02,전라,상품_17,2958712,36,
2025-11-14,경기,상품_16,4998657,82,정상
2026-05-20,인천,상품_01,4163292,38,재구매
2025-10-08,경기,상품_09,3091104,29,
2025-11-24,서울,상품_06,3342660,13,
2025-11-10,전라,상품_08,4407871,75,배송주의
2025-10-23,인천,상품_07,149730,45,
2026-05-24,강원,상품_08,931576,12,정상
2026-01-16,인천,상품_01,4465087,28,
2026-06-05,전라,상품_16,713094,55,
